PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,PERP_SEX,PERP_RACE,AGE_GROUP,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,F,WHITE,18-24,1013373,261919,40.88554141,-73.89467758
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1032218,239444,40.82377203,-73.82668524
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1009072,241234,40.82878044,-73.91030881
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,18-24,1012516,238134,40.82026147,-73.89787721
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1025454,268214,40.90277102,-73.85094775
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,18-24,1023400,265246,40.89463418,-73.85839535
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,18-24,1015121,242644,40.83263141,-73.88844468
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,25-44,1030368,263068,40.8886226,-73.83320705
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,BLACK,45-64,1010032,252384,40.85938116,-73.90679705
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,18-24,1014022,251201,40.85612163,-73.89237808
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,18-24,1011145,238191,40.8204222,-73.90283036
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,45-64,1012237,249404,40.85119524,-73.89883821
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,<18,1013086,236614,40.81608766,-73.89582435
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,M,WHITE,25-44,1016516,243834,40.83589263,-73.88339793
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1011176,248451,40.84858284,-73.90267718
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,45-64,1006261,242012,40.83092328,-73.92046361
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1017934,232221,40.80401295,-73.87833183
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1026486,262591,40.88733282,-73.84725001
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1007034,236608,40.81608887,-73.91768869
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,45-64,1024288,243693,40.83547381,-73.85531221
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1017440,256046,40.86940749,-73.87999831
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,<18,1012887,253829,40.86333845,-73.89646978
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,WHITE,25-44,1026387,262634,40.88745131,-73.84760779
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,25-44,1010545,237333,40.81806904,-73.90500151
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,18-24,1004367,234794,40.81111643,-73.92732931
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,25-44,1007151,245342,40.8400609,-73.91723619
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,WHITE HISPANIC,18-24,1017440,256046,40.86940749,-73.87999831
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE HISPANIC,25-44,1007369,244370,40.83739248,-73.91645167
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE,18-24,1011614,255632,40.86829117,-73.90106471
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,25-44,1006688,240122,40.8257347,-73.91892695
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,45-64,1007972,244067,40.83655923,-73.91427357
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE,18-24,1027430,251105,40.85580274,-73.84390995
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,18-24,1006537,244511,40.83778162,-73.91945797
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,F,BLACK,25-44,1014182,255633,40.86828558,-73.8917799
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1026486,262591,40.88733282,-73.84725001
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,18-24,1015482,240641,40.82713249,-73.88714949
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,M,WHITE HISPANIC,25-44,1009692,240099,40.82566342,-73.90807279
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,25-44,1021283,238581,40.82145596,-73.86619987
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,18-24,1007369,244370,40.83739248,-73.91645167
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1026486,262591,40.88733282,-73.84725001
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,18-24,1007369,244370,40.83739248,-73.91645167
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE HISPANIC,25-44,1016554,240013,40.82540495,-73.88327901
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,18-24,1017440,256046,40.86940749,-73.87999831
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,WHITE HISPANIC,25-44,1012293,245330,40.84001313,-73.89865283
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,WHITE HISPANIC,<18,1017440,256046,40.86940749,-73.87999831
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,18-24,1026291,268642,40.9039418,-73.84791726
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,<18,1020183,239283,40.82338729,-73.87017045
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE HISPANIC,18-24,1006537,244511,40.83778162,-73.91945797
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,BLACK,25-44,1004367,234794,40.81111643,-73.92732931
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1013232,236725,40.81639185,-73.89529641
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,M,BLACK,25-44,1011811,246833,40.84413995,-73.90038862
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1016567,250354,40.85378792,-73.88318221
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1011818,256689,40.87119168,-73.90032278
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,25-44,1009769,236748,40.81646566,-73.90780731
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1027430,251105,40.85580274,-73.84390995
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1013086,236614,40.81608766,-73.89582435
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,18-24,1009385,257779,40.87419066,-73.90911578
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1012958,250886,40.85526057,-73.8962257
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,S,M,BLACK,18-24,1021952,252492,40.85963473,-73.86370456
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE,25-44,1006269,235795,40.81385936,-73.9204551
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,BLACK,25-44,1009690,257590,40.87367104,-73.90801365
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1015823,245900,40.8415657,-73.88589258
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,WHITE,45-64,1009092,248366,40.84835565,-73.91021013
909,"IMPAIRED DRIVING,ALCOHOL",880,MOVING INFRACTIONS,VTL119200A,I,B,M,WHITE HISPANIC,18-24,1024060,242155,40.83125348,-73.85614528
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE,<18,1014495,253694,40.86296255,-73.89065698
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE HISPANIC,45-64,1013086,236614,40.81608766,-73.89582435
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1013680,246027,40.84192168,-73.89363709
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,18-24,1019194,241604,40.82976174,-73.87373175
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,F,WHITE,18-24,1024643,266309,40.89754617,-73.853893
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1020633,253463,40.86230537,-73.86846761
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,<18,1007727,234797,40.81111637,-73.91519139
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1020937,254605,40.86543855,-73.86736232
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,25-44,1007984,237575,40.81874052,-73.91425316
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1009943,244586,40.83797822,-73.90714867
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1023624,255745,40.86855592,-73.85764099
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1021283,238581,40.82145596,-73.86619987
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1013695,254568,40.86536412,-73.89354537
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,Q,M,BLACK,18-24,1010085,259829,40.87981525,-73.90657674
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1016516,243834,40.83589263,-73.88339793
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1017440,256046,40.86940749,-73.87999831
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,45-64,1032140,242004,40.83079891,-73.8269488
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,25-44,1005041,234533,40.81039849,-73.92489531
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,18-24,1012078,252019,40.85837313,-73.89940208
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE HISPANIC,45-64,1020183,239283,40.82338729,-73.87017045
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1018164,257403,40.87312929,-73.87737372
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1032140,242004,40.83079891,-73.8269488
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1010463,254335,40.8647348,-73.90523131
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,18-24,1006537,244511,40.83778162,-73.91945797
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,18-24,1026486,262591,40.88733282,-73.84725001
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,WHITE,25-44,1025335,243082,40.83379199,-73.85153232
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,<18,1013232,236725,40.81639185,-73.89529641
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1014540,239903,40.82511017,-73.89055658
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,25-44,1029512,254578,40.86532464,-73.83636029
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE,25-44,1009769,236748,40.81646566,-73.90780731
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1014179,239453,40.82387628,-73.89186297
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,18-24,1018536,246089,40.84207433,-73.8760865
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1020183,239283,40.82338729,-73.87017045
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1007034,236608,40.81608887,-73.91768869
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,25-44,1011122,249556,40.8516159,-73.90286793
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,18-24,1014642,240068,40.82556269,-73.89018729
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,25-44,1006124,236255,40.81512229,-73.92097743
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,45-64,1007034,236608,40.81608887,-73.91768869
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1013879,239551,40.82414627,-73.89294648
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,45-64,1009943,244586,40.83797822,-73.90714867
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1009943,244586,40.83797822,-73.90714867
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,45-64,1013470,243916,40.8361283,-73.89440526
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,<18,1015773,240835,40.82766393,-73.88609709
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1011614,255632,40.86829117,-73.90106471
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,25-44,1011614,255632,40.86829117,-73.90106471
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,25-44,1005933,235834,40.81396723,-73.92166882
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1008691,238872,40.82229849,-73.91169413
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1012237,249404,40.85119524,-73.89883821
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1020860,251010,40.85557168,-73.86766034
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE,25-44,1006688,240122,40.8257347,-73.91892695
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,S,M,BLACK,18-24,1015866,243031,40.83369098,-73.8857507
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,18-24,1010545,237333,40.81806904,-73.90500151
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,45-64,1009562,254560,40.86535498,-73.90848793
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,WHITE HISPANIC,25-44,1011811,246833,40.84413995,-73.90038862
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,F,BLACK,<18,1007984,237575,40.81874052,-73.91425316
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,45-64,1023876,240229,40.82596799,-73.85682155
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1027837,255726,40.86848398,-73.84240864
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1027295,251236,40.85616296,-73.84439712
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,25-44,1013086,236614,40.81608766,-73.89582435
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE HISPANIC,18-24,1017958,246292,40.84263373,-73.87817446
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,18-24,1011178,243438,40.83482361,-73.90269008
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,F,WHITE,25-44,1007262,241487,40.82947975,-73.91684825
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,WHITE HISPANIC,18-24,1032218,239444,40.82377203,-73.82668524
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,F,BLACK,25-44,1007567,238218,40.82050648,-73.9157575
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,25-44,1017934,232221,40.80401295,-73.87833183
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1008691,238872,40.82229849,-73.91169413
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,45-64,1011485,237929,40.81970205,-73.90160302
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,25-44,1011811,246833,40.84413995,-73.90038862
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,18-24,1007567,238218,40.82050648,-73.9157575
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,M,BLACK,25-44,1012078,252019,40.85837313,-73.89940208
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,25-44,1006688,240122,40.8257347,-73.91892695
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE,25-44,1020860,251010,40.85557168,-73.86766034
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,F,BLACK,25-44,1007034,236608,40.81608887,-73.91768869
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1017440,256046,40.86940749,-73.87999831
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1012078,252019,40.85837313,-73.89940208
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1007850,241218,40.82873987,-73.91472448
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1007972,244067,40.83655923,-73.91427357
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,18-24,1020860,251010,40.85557168,-73.86766034
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,Q,M,WHITE HISPANIC,25-44,1010984,261034,40.88311992,-73.90332097
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,<18,1004830,238446,40.82113908,-73.92564554
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,18-24,1011811,246833,40.84413995,-73.90038862
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,18-24,1007972,244067,40.83655923,-73.91427357
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1024769,266520,40.89812472,-73.85343596
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,M,WHITE,18-24,1010644,258626,40.87651173,-73.90456003
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1021388,250609,40.85446886,-73.86575391
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,18-24,1015781,251662,40.85738083,-73.88601728
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,18-24,1020672,255192,40.86705078,-73.86831722
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,BLACK,25-44,1011047,239814,40.82487718,-73.90317796
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,18-24,1011751,250275,40.8535874,-73.90059136
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,25-44,1005041,234533,40.81039849,-73.92489531
